"id","source","section","page","chunkIndex","totalChunksOnPage","text","sourceUrl","catalogUrl","extractedAt"
"dgs_ecatalog-p57-c4","dgs_ecatalog","A","57","4","5",".250 0.400 0.600 7/1610/197/1610/1910/1910/1912/2114/2314/2314/2314/2314/2319/2624/2929/32112222222222222 貨號 容量mL 誤差±mL 磨砂塞 ea/cs 價格eaABO-5648P05AABO-5648P06AABO-5648P08AABO-5648P09AABO-5648P12AABO-5648P16AABO-5648P20AABO-5648P21AABO-5648P24AABO-5648P29AABO-5648P30A510202550100200250500100020000.0250.0250.040.040.060.100.150.150.250.400.607/167/1610/1910/1912/2114/2314/2314/2319/2624/2929/3255551010101010102茶色量瓶 A級 BOROSILFlask, Volumetric, Class A, Amber, PP Stopper˙硼矽酸玻璃製成˙精度A級,DIN EN ISO 1042規範˙白色環狀刻劃印於量瓶頸部˙附PP塑","https://ec.dgs.com.tw/catalog/files/basic-html/page57.html","https://ec.dgs.com.tw/catalog/catalog.html#p=57","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p57-c5","dgs_ecatalog","A","57","5","5","k, Volumetric, Class A, Amber, PP Stopper˙硼矽酸玻璃製成˙精度A級,DIN EN ISO 1042規範˙白色環狀刻劃印於量瓶頸部˙附PP塑膠量瓶塞˙附有批號和批次證書A基礎實驗器材以上價格與規格僅供參考 , 請以實際報價為主 A-045茶色量瓶","https://ec.dgs.com.tw/catalog/files/basic-html/page57.html","https://ec.dgs.com.tw/catalog/catalog.html#p=57","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p58-c1","dgs_ecatalog","A","58","1","5","貨號 容量mL 誤差±mL 磨砂塞 ea/cs 價格eaABO-5648P05DABO-5648P06DABO-5648P08DABO-5648P09DABO-5648P12DABO-5648P16DABO-5648P20DABO-5648P21DABO-5648P24DABO-5648P29DABO-5648P30D510202550100200250500100020000.0250.0250.040.040.060.100.150.150.250.400.607/167/1610/1910/1912/2114/2314/2314/2319/2624/2929/3255551010101010102茶色量瓶 A級 獨立證書 BOROSILFlask, Volumetric, Class A, Amber, PP Stopper˙硼矽酸玻璃製成˙精度A級,DIN EN ISO 1042規範˙白色環狀刻劃印於量瓶頸部˙附PP塑膠量瓶塞˙瓶身均有獨立編號和獨立證書茶色量瓶 A級 ISOLABFlask, Volumetric, Class A, Amber˙硼矽酸玻璃製成˙精度A級,DIN EN ISO 1042規範,DE-M","https://ec.dgs.com.tw/catalog/files/basic-html/page58.html","https://ec.dgs.com.tw/catalog/catalog.html#p=58","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p58-c2","dgs_ecatalog","A","58","2","5","編號和獨立證書茶色量瓶 A級 ISOLABFlask, Volumetric, Class A, Amber˙硼矽酸玻璃製成˙精度A級,DIN EN ISO 1042規範,DE-M標誌˙刻度形式 In,刻度標示量等於內容量,可另行下載批次證書˙白色環狀刻劃印於量瓶頸部˙附PE塑膠量瓶塞貨號 容量mL 誤差±mL 磨砂塞 ea/cs 價格eaAIL-01315001AIL-01315002AIL-01401005AIL-01401010AIL-01401020AIL-01401025AIL-01401051AIL-01401101AIL-01401200AIL-01401250AIL-01401500AIL-01401901AIL-0140190212510202550100200250500100020000.0250.0250.040.040.040.040.100.100.150.150.250.400.607/167/1610/1910/1910/1910/1914/2314/2314/2314/2319/2624/2929/322222222222222 茶色量瓶玻璃栓 經濟型Flask, Volumetric, G","https://ec.dgs.com.tw/catalog/files/basic-html/page58.html","https://ec.dgs.com.tw/catalog/catalog.html#p=58","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p58-c3","dgs_ecatalog","A","58","3","5","10/1910/1914/2314/2314/2314/2319/2624/2929/322222222222222 茶色量瓶玻璃栓 經濟型Flask, Volumetric, Glass Stopper˙硼矽酸玻璃製成˙此款量瓶為經濟型量瓶,價格低廉,最適用於一般之實驗室˙刻度標示量等於內容量貨號 容量mL 價格eaDG1622-50DG1622-52DG1622-54DG1622-56DG1622-58DG1622-62DG1622-64DG1622-6651025501002505001000量瓶 A級 PMP VITLABFlask, Volumetric, PMP ,Class A˙PMP材質,半透明˙精度A級,DIN EN ISO 1042規範˙瓶身印刷批號和附批次證書˙刻度形式 In,刻度標示量等於內容量˙白色環狀刻劃印於瓶身表面˙附PP量瓶塞˙可高溫高壓滅菌,不建議在高於60℃的溫度下清潔貨號 容量mL 誤差±mL H(mm) 磨砂塞 價格eaBV-67704BV-67104BV-67204BV-67304BV-67404BV-67504BV-6760410255010025050010000.040.040","https://ec.dgs.com.tw/catalog/files/basic-html/page58.html","https://ec.dgs.com.tw/catalog/catalog.html#p=58","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p58-c4","dgs_ecatalog","A","58","4","5","塞 價格eaBV-67704BV-67104BV-67204BV-67304BV-67404BV-67504BV-6760410255010025050010000.040.040.060.100.150.250.409011515018023527031010/1910/1912/2114/2319/2619/2624/29 茶色量瓶 A級 PMP VITLABFlask, Volumetric, PMP ,Class A,Amber˙PMP材質,茶色半透明,防紫外線穿透˙精度A級,DIN EN ISO 1042規範˙瓶身印刷批號和附批次證書˙刻度形式 In,刻度標示量等於內容量˙白色環狀刻劃印於瓶身表面˙附PP量瓶塞˙可高溫高壓滅菌,不建議在高於60℃的溫度下清潔貨號 容量mL 誤差±mL H(mm) 磨砂塞 價格eaBV-670950BV-671950BV-672950BV-673950BV-674950BV-675950BV-67695010255010025050010000.040.040.060.100.150.250.409011515018023527031010/1910/1912/2114/2319/2","https://ec.dgs.com.tw/catalog/files/basic-html/page58.html","https://ec.dgs.com.tw/catalog/catalog.html#p=58","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p58-c5","dgs_ecatalog","A","58","5","5","0255010025050010000.040.040.060.100.150.250.409011515018023527031010/1910/1912/2114/2319/2619/2624/29 A基礎實驗器材A-046 以上價格與規格僅供參考 , 請以實際報價為主 塑膠量瓶","https://ec.dgs.com.tw/catalog/files/basic-html/page58.html","https://ec.dgs.com.tw/catalog/catalog.html#p=58","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p59-c1","dgs_ecatalog","A","59","1","4","量瓶 PP KartellVolumetric Flask, PP˙PP材質˙紅色環狀刻劃印於瓶身表面˙半透明˙附量瓶塞貨號 容量mL 誤差±mL H(mm) 磨砂塞 價格eaBK-1484BK-1485BK-1486BK-1487BK-1488BK-1489255010025050010000.51.01.02.05.010.012114317422526532512/2114/2314/2319/2619/2619/26 量瓶 PP VITLABVolumetric Flask , PP, Class B˙PP材質˙藍色環狀刻劃印於瓶身表面˙半透明˙附量瓶塞貨號 容量mL 誤差±mL H(mm) 磨砂塞 價格eaBV-677941BV-671941BV-672941BV-673941BV-674941BV-675941BV-67694110255010025050010000.080.080.120.20.30.50.89011515018023527031010/1910/1912/2114/2319/2619/2624/29量瓶 TPX KartellVolumetric Flask, TPX˙TPX材質,可耐高溫高","https://ec.dgs.com.tw/catalog/files/basic-html/page59.html","https://ec.dgs.com.tw/catalog/catalog.html#p=59","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p59-c2","dgs_ecatalog","A","59","2","4","3527031010/1910/1912/2114/2319/2619/2624/29量瓶 TPX KartellVolumetric Flask, TPX˙TPX材質,可耐高溫高壓至170℃˙紅色環狀刻劃印於瓶身表面˙易於讀取˙附量瓶塞貨號 容量mL 誤差±mL H(mm) 磨砂塞 價格eaBK-2485BK-2486BK-2487BK-2488BK-24895010025050010001.01.02.05.010.014317422526532514/2314/2319/2619/2619/26量瓶 PMP VITLABVolumetric Flasks, PMP, Class B˙TPX(PMP)材質,半透明˙紅色環狀刻劃印於瓶身表面˙附量瓶塞˙可高溫高壓滅菌,不建議在高於60℃的溫度下清潔貨號 容量mL 誤差±mL H(mm) 磨砂塞 價格eaBV-67795BV-67195BV-67295BV-67395BV-67495BV-67595BV-6769510255010025050010000.080.080.120.20.30.50.89011515018023527031010/1910/1912/2114/2","https://ec.dgs.com.tw/catalog/files/basic-html/page59.html","https://ec.dgs.com.tw/catalog/catalog.html#p=59","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p59-c3","dgs_ecatalog","A","59","3","4","BV-6769510255010025050010000.080.080.120.20.30.50.89011515018023527031010/1910/1912/2114/2319/2619/2624/29 量瓶 PFA SANPLATECVolumetric Flask, PFA˙PFA質耐溫-200~250℃˙良好的耐化學性和溫度貨號 容量mL H(mm) 價格eaAS-18153AS-18154AS-18155AS-18156AS-181572550100250500112147177232272 量瓶 A級 PFA VITLABVolumetric Flask, PFA˙PFA質耐溫-200~250℃˙精度A級,DIN EN ISO 1042規範˙瓶身印刷批號和附批次證書˙刻度形式 In,刻度標示量等於內容量˙100mL以下螺牙GL18˙250mL以上螺牙GL25貨號 容量mL 誤差±mL H(mm) 價格eaBV-107097BV-107197BV-107297BV-107397BV-107497BV-1075971025501002505000.040.040.060.100.150.25901151501","https://ec.dgs.com.tw/catalog/files/basic-html/page59.html","https://ec.dgs.com.tw/catalog/catalog.html#p=59","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p59-c4","dgs_ecatalog","A","59","4","4","107197BV-107297BV-107397BV-107497BV-1075971025501002505000.040.040.060.100.150.2590115150180235270 A基礎實驗器材以上價格與規格僅供參考 , 請以實際報價為主 A-047塑膠量瓶","https://ec.dgs.com.tw/catalog/files/basic-html/page59.html","https://ec.dgs.com.tw/catalog/catalog.html#p=59","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p60-c1","dgs_ecatalog","A","60","1","4","巴斯特拋棄式滴管 ISO KIMBLEPipet, Disposable, Pasteur, ISO˙滴管符合ISO 7712規範˙長度150mm管尖之外徑1.0~1.5mm 長度230mm管尖之外徑1.0~1.2mm˙吸管可塞入棉花以利過濾,上端之凹槽 可防止棉花滑入吸管˙每盒(bx)250支˙最小訂購量1bx貨號 長度mm bx/cs 價格bxAK72050I-00150AK72050I-0023015023044巴斯特拋棄式滴管 滅菌包 KIMBLEPipet, Disposable, Pasteur, Sterile貨號 L/in pk/cs 價格csAA63A55PAA63B95P5-3/491010 ˙管尖內徑約1.1mm,管身外徑約7mm˙25支伽瑪射線滅菌包,每支皆內塞棉花˙每箱(cs)10包˙最小訂購量1cs巴斯特拋棄式滴管 ISO NORMAXPipet, Disposable, Pasteur, ISO˙滴管符合ISO 7712規範˙吸管可塞入棉花以利過濾,上端之凹槽 可防止棉花滑入吸管˙每盒(bx)250支˙最小訂購量1bx貨號 長度x管身Ø/mm 管尖Ø/mm bx/cs 價格bxANX-54260","https://ec.dgs.com.tw/catalog/files/basic-html/page60.html","https://ec.dgs.com.tw/catalog/catalog.html#p=60","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p60-c2","dgs_ecatalog","A","60","2","4","2規範˙吸管可塞入棉花以利過濾,上端之凹槽 可防止棉花滑入吸管˙每盒(bx)250支˙最小訂購量1bx貨號 長度x管身Ø/mm 管尖Ø/mm bx/cs 價格bxANX-5426015ANX-5426023145-150x6.5-8225-230x6.5-81.5±0.31.5±0.588滴管 PE Pasteur Pipette˙PE材質˙最小訂購量1pk貨號 容量mL 描述 pk/cs 價格DP-42005DP-42006DP-42007DP-42008DP-42002DP-420041 1 3 3 3 3 200支裝 L: 8.8cm長型500支裝 L:15.3cm單支滅菌包 1ea/pk100支裝10支滅菌包500支裝 251025010040010滴管 PE deltalabPasteur Pipette˙PE材質˙誤差值為10%˙最小訂購量1bx貨號 型式 容量mL 長度mm ea/bx 價格bxAD-200000AD-200005AD-200050AD-210006AD-200060AD-210003AD-210002AD-210004ABCDEFGH4.6152.37.113.3315015021622530","https://ec.dgs.com.tw/catalog/files/basic-html/page60.html","https://ec.dgs.com.tw/catalog/catalog.html#p=60","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p60-c3","dgs_ecatalog","A","60","3","4","-200050AD-210006AD-200060AD-210003AD-210002AD-210004ABCDEFGH4.6152.37.113.33150150216225300104144153400500250400100400500250融點測定用毛細管 KIMBLETube, Capillary, Melting Point˙N-51A硼矽酸玻璃材質˙比其他用碳酸鈉玻璃製成之毛細管更適用於融點測定˙100mm長的為2端開口,90mm長的為一端封口˙每盒(bx)100支貨號 ID(mm) OD(mm) L(mm) bx/cs 價格bxAK34500-00099AK34502-00099AK34505-00099AK34507-000991.1~1.40.8~1.11.1~1.40.8~1.11.5~1.81.3~1.61.5~1.81.3~1.6100100909020202020融點測定用毛細管MARIENFELDTube, Capillary, Melting Point˙玻璃材質 ˙管口平切無倒角˙拋棄式,僅供一次使用˙長度公差:±1mm 直徑公差:±0.05mm˙每盒(bx)100支貨號 描述 bx/cs","https://ec.dgs.com.tw/catalog/files/basic-html/page60.html","https://ec.dgs.com.tw/catalog/catalog.html#p=60","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p60-c4","dgs_ecatalog","A","60","4","4","lary, Melting Point˙玻璃材質 ˙管口平切無倒角˙拋棄式,僅供一次使用˙長度公差:±1mm 直徑公差:±0.05mm˙每盒(bx)100支貨號 描述 bx/cs 價格bxAP-2930208AP-2930210AP-2940208AP-2940210Ø1xL100/mm 兩端開口Ø1.55xL100/mm 兩端開口Ø1xL100/mm 一端封口Ø1.55xL100/mm 一端封口10101010A基礎實驗器材A-048 以上價格與規格僅供參考 , 請以實際報價為主 滴管","https://ec.dgs.com.tw/catalog/files/basic-html/page60.html","https://ec.dgs.com.tw/catalog/catalog.html#p=60","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p61-c1","dgs_ecatalog","A","61","1","3","藍毛細管 KIMBLETube, Capillary˙碳酸鈉玻璃材質˙包裝拆封後,可再緊閉密封,以保持毛細管之潔淨˙每一包裝含200支毛細管貨號 IDxL(mm) bx/cs 價格bxAA41A2502 1.1~1.2x75 12紅毛細管 KIMBLETube, Capillary, Heparinized˙碳酸鈉玻璃材質˙包裝拆封後,可再緊閉密封,以保持毛細管之潔淨˙管身有紅色環狀刻劃˙每一包裝含200支毛細管˙容量約75μl貨號 IDxL(mm) bx/cs 價格bxAA41B2501 1.1~1.2x75 12藍毛細管 MARIENFELDTube, Capillary˙玻璃材質˙符合DIN ISO 12772規範˙包裝拆封後,可再緊閉密封,以保持毛細管之潔淨˙每一包裝含100支毛細管貨號 IDxL(mm) bx/cs 價格bxAP-2900000 1.1~1.2x75 10紅毛細管MARIENFELDTube, Capillary, Heparinized˙玻璃材質˙符合DIN ISO 12772規範˙包裝拆封後,可再緊閉密封,以保持毛細管之潔淨˙每一包裝含100支毛細管貨號 IDxL(mm) bx/cs 價格bxA","https://ec.dgs.com.tw/catalog/files/basic-html/page61.html","https://ec.dgs.com.tw/catalog/catalog.html#p=61","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p61-c2","dgs_ecatalog","A","61","2","3","arinized˙玻璃材質˙符合DIN ISO 12772規範˙包裝拆封後,可再緊閉密封,以保持毛細管之潔淨˙每一包裝含100支毛細管貨號 IDxL(mm) bx/cs 價格bxAP-2901000 1.1~1.2x75 10微量定量 刻度毛細管 KIMBLEPipet, Disposable, Micro Capillary˙碳酸鈉玻璃材質˙刻度標示量等於內容量˙管長5英吋,管身有黑色環狀刻劃˙依不同容量,管身呈不同顏色,以利使用˙每一包裝含250支毛細管貨號 容量μl 誤差% bx/cs 價格bxAK71900-00005AK71900-00010AK71900-00020AK71900-00025AK71900-00050AK71900-001005102025501001.00.50.50.50.50.5444444微量刻度毛細管 DRUMMONDPipet, Disposable,Micro Capillary˙適用於各式微量吸取˙誤差值為0.5% ˙每包(bx)250支貨號 容量/刻度μl bx/cs 價格bxCR2000-001 5/1 4微量定量毛細管 DRUMMONDMicro Pipet, TLC˙適用於","https://ec.dgs.com.tw/catalog/files/basic-html/page61.html","https://ec.dgs.com.tw/catalog/catalog.html#p=61","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p61-c3","dgs_ecatalog","A","61","3","3","為0.5% ˙每包(bx)250支貨號 容量/刻度μl bx/cs 價格bxCR2000-001 5/1 4微量定量毛細管 DRUMMONDMicro Pipet, TLC˙適用於各式微量吸取˙適用於TLC薄層層析使用˙長度誤差值為1%˙每包(bx)100支貨號 容量μl 長度mm ID(in) OD(in) 價格bxCR1000-0010CR1000-0020CR1000-0030CR1000-0040CR1000-0050CR1000-0100CR1000-020012345102032323232324164.0079.0111.0136.0157.0176.0219.0248.0260.0300.0340.0340.0370.0315.0355毛細管用黏土 KIMBLECapiillary Tube Closures˙於毛細管封口離心時使用˙數字標示,利於辨識貨號 描述 ea/bx 價格eaAA43510 15Wx65L/mmx2片 10A基礎實驗器材以上價格與規格僅供參考 , 請以實際報價為主 A-049毛細管","https://ec.dgs.com.tw/catalog/files/basic-html/page61.html","https://ec.dgs.com.tw/catalog/catalog.html#p=61","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p62-c1","dgs_ecatalog","A","62","1","5","平口試管無商標 拋棄式 KIMBLETube, Culture, Disposable˙N-51A硼矽酸玻璃製成˙管壁堅固,管身長度一致˙可耐各種化學溶劑之侵蝕˙最小訂購量1bx貨號 容量mL ODxL(mm) ea/bx/cs 價格bxAK73500-00650AK73500-01075AK73500-01275AK73500-13100AK73500-16100AK73500-16125AK73500-16150AK73500-18150AK73500-20150AK73500-25150146101519232936606x5010x7512x7513x10016x10016x12516x15018x15020x15025x150100/10250/4250/4250/4250/4250/4250/4125/4250/2125/4平口試管 拋棄式 DGSTube, Culture, Disposable˙硼矽酸玻璃製成˙可耐化學溶劑之侵蝕˙適用於微生物培養,化學實驗貨號 容量mL ODxL(mm) ea/bx/cs 價格bxG10770-10075G10770-12075G10770-13100G10770-16100","https://ec.dgs.com.tw/catalog/files/basic-html/page62.html","https://ec.dgs.com.tw/catalog/catalog.html#p=62","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p62-c2","dgs_ecatalog","A","62","2","5","用於微生物培養,化學實驗貨號 容量mL ODxL(mm) ea/bx/cs 價格bxG10770-10075G10770-12075G10770-13100G10770-16100G10770-16125G10770-16150G10770-18150G10770-20150357101416253010x7512x7513x10016x10016x12516x15018x15020x150250/8250/8250/8250/4100/6250/4100/6100/6貨號 容量mL ODxL(mm) ea/bx/cs 價格eaAK45048-01075AK45048-01275AK45048-13100AK45048-16100AK45048-16125AK45048-16150AK45048-18150AK45048-20150AK45048-25150AK45048-2525046101520242836559510x7512x7513x10016x10016x12516x15018x15020x15025x15025x25072/1072/1072/1072/872/872/872/872/872/424/6平口試管","https://ec.dgs.com.tw/catalog/files/basic-html/page62.html","https://ec.dgs.com.tw/catalog/catalog.html#p=62","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p62-c3","dgs_ecatalog","A","62","3","5","016x10016x12516x15018x15020x15025x15025x25072/1072/1072/1072/872/872/872/872/872/424/6平口試管有商標 KIMBLETube, Culture, Resuable˙KG-33硼矽酸玻璃製成˙管壁渾厚,厚度一致˙傳熱性與耐腐蝕佳˙白色琺瑯質標示區可以鉛筆重複書寫˙適用於微生物培養貨號 容量mL ODxL(mm) ea/bx 價格bxAS1622-01075AS1622-01275AS1622-12100AS1622-16100AS1622-16125AS1622-16150AS1622-16160AS1622-18150AS1622-18180AS1622-24150AS1622-24200468141722232834506610x7512x7512x100 16x10016x125 16x15016x160 18x150 18x180 24x150 24x200 10010010010010010010010010010050平口試管有商標 PYREXTube, Test Tube, medium wall, Resuable˙Pyrex硼","https://ec.dgs.com.tw/catalog/files/basic-html/page62.html","https://ec.dgs.com.tw/catalog/catalog.html#p=62","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p62-c4","dgs_ecatalog","A","62","4","5","10010010010010010010010010010050平口試管有商標 PYREXTube, Test Tube, medium wall, Resuable˙Pyrex硼矽酸玻璃製成˙符合ISO 4142˙傳熱性與耐腐蝕佳˙容量4~8mL,壁厚1mm, 其他容量壁厚1.2mm平口試管 厚壁 PYREX Tube, Test Tube, heavy wall˙Pyrex硼矽酸玻璃製成˙符合ISO 4142˙厚壁為1.8mm,提供額外的機械強度˙堅固的結構減少了破損的可能性貨號 容量mL ODxL(mm) ea/bx 價格eaAS1626-16125AS1626-16150AS1626-16160AS1626-241501518204516x12516x15016x16024x150100100100100試管分配器 DGSDispenser, for test tube˙本體為鐵質粉體烤漆,前板為透明壓克力材質˙用於容納大多數盒裝玻璃試管˙適用於長度為75及100mm的試管貨號 規格 價格eaG10700-00075G10700-00100試管75mm用試管100mm用A基礎實驗器材A-050 以上價格與規格僅供參考","https://ec.dgs.com.tw/catalog/files/basic-html/page62.html","https://ec.dgs.com.tw/catalog/catalog.html#p=62","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p62-c5","dgs_ecatalog","A","62","5","5","適用於長度為75及100mm的試管貨號 規格 價格eaG10700-00075G10700-00100試管75mm用試管100mm用A基礎實驗器材A-050 以上價格與規格僅供參考 , 請以實際報價為主 玻璃試管","https://ec.dgs.com.tw/catalog/files/basic-html/page62.html","https://ec.dgs.com.tw/catalog/catalog.html#p=62","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p63-c1","dgs_ecatalog","A","63","1","4","發酵管Tube, Fermentation˙硼矽酸玻璃製成˙具刻度及腳座貨號 容量mL 刻度mm 價格eaDG1262-05DG1262-10DG1262-151020250.20.40.5貨號 容量mL ODxL(mm) ea/bx/cs 價格eaAK73750C-13100AK73750C-16100AK73750C-16125AK73750C-16150AK73750C-20125AK73750C-201508121620253013 x 10016 x 10016 x 12516 x 15020 x 12520 x 150500/2250/4250/4250/4250/2250/2螺蓋試管 拋棄式 KIMBLETube, Culture, Disposable, Screw Cap˙N-51A硼矽酸玻璃製成˙白色標示區供使用者書寫˙適用於微生物與一般菌之培養˙附橡膠墊片螺蓋˙13mm試管搭配13-415螺蓋˙16mm試管搭配15-415螺蓋˙20mm試管搭配18-415螺蓋貨號 容量mL ODxL(mm) ea/bx/cs 價格DG60940C-13100G10850C-16125G10850S-1612581616","https://ec.dgs.com.tw/catalog/files/basic-html/page63.html","https://ec.dgs.com.tw/catalog/catalog.html#p=63","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p63-c2","dgs_ecatalog","A","63","2","4","˙20mm試管搭配18-415螺蓋貨號 容量mL ODxL(mm) ea/bx/cs 價格DG60940C-13100G10850C-16125G10850S-1612581616 13x10016x12516x125250/4250/450/20螺蓋試管 拋棄式DGSTube, Culture, Disposable, Screw Cap˙硼矽酸玻璃製成˙適用於組織微生物與一般細菌之培養˙13mm試管附13-415螺蓋˙16mm試管附15-415螺蓋˙G10850S為單支滅菌包˙G10850C最小訂購量1bx, G10850S最小訂購量1pk貨號 容量mL ODxL(mm) ea/bx/cs 價格eaAK45066-13100AK45066-16100AK45066-16125AK45066-16150AK45066-20125AK45066-20150AK45066-25150AK45066-25200AK45066-3820081216202530507016013x10016x10016x12516x15020x12520x15025x15025x20038x20072/472/472/472/448/448/436","https://ec.dgs.com.tw/catalog/files/basic-html/page63.html","https://ec.dgs.com.tw/catalog/catalog.html#p=63","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p63-c3","dgs_ecatalog","A","63","3","4","530507016013x10016x10016x12516x15020x12520x15025x15025x20038x20072/472/472/472/448/448/436/436/424 螺蓋試管 橡膠墊片 有商標 KIMBLETube, Resuable, Screw Cap˙KG-33硼矽酸玻璃製成˙管壁渾厚,厚度一致 ˙傳熱性與耐腐蝕佳˙13mm試管搭配13-415螺蓋˙16mm試管搭配15-415螺蓋˙20mm試管搭配18-415螺蓋˙25mm試管搭配24-410螺蓋˙38mm試管搭配38-430螺蓋貨號 容量mL ODxL(mm) ea/bx/cs 價格eaAK45066A-13100AK45066A-16100AK45066A-16125AK45066A-16150AK45066A-20125AK45066A-20150AK45066A-25150AK45066A-25200AK45066A-3820081216202530507016013x10016x10016x12516x15020x12520x15025x15025x20038x20072/472/472/472/448/448/436/436","https://ec.dgs.com.tw/catalog/files/basic-html/page63.html","https://ec.dgs.com.tw/catalog/catalog.html#p=63","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p63-c4","dgs_ecatalog","A","63","4","4","07016013x10016x10016x12516x15020x12520x15025x15025x20038x20072/472/472/472/448/448/436/436/424 螺蓋試管 PTFE墊片 有商標 KIMBLETube, Resuable, Screw Cap˙KG-33硼矽酸玻璃製成˙管壁渾厚,厚度一致 ˙傳熱性與耐腐蝕佳˙白色琺瑯質標示區可以鉛筆重複書寫˙13mm試管搭配13-415螺蓋˙16mm試管搭配15-415螺蓋˙20mm試管搭配18-415螺蓋˙25mm試管搭配24-410螺蓋˙38mm試管搭配38-430螺蓋A基礎實驗器材以上價格與規格僅供參考 , 請以實際報價為主 A-051螺蓋試管","https://ec.dgs.com.tw/catalog/files/basic-html/page63.html","https://ec.dgs.com.tw/catalog/catalog.html#p=63","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p64-c1","dgs_ecatalog","A","64","1","4","螺蓋試管 PTFE墊片 PYREXTube, Culture, Resuable, Screw Cap˙Pyrex硼矽酸玻璃製成˙黑蓋PTB材質附PTFE墊片可高溫高壓滅菌及乾熱滅菌,可耐溫度至180°C˙適用於微生物與一般菌之培養˙不建議離心使用˙每盒(bx)40支貨號 容量mL ODxH(mm) 螺蓋規格mm 價格eaAS1636-00024MPAS1636-00026MPAS1636-00004MPAS1636-00030MPAS1636-00032MPAS1636-00034MPAS1636-00036MPAS1636-00038MPAS1636-00010MPAS1636-00042MPAS1636-00044MP91114191528204050367014x10016x10016x12516x16018x10018x18020x10020x20022x20026x10026x200SVL13SVL15SVL15SVL15SVL18SVL18SVL20SVL20SVL22SVL25SVL25貨號 描述 ea/bx 價格eaAS4503-00013AS4503-00015AS4503-00018AS4503-000","https://ec.dgs.com.tw/catalog/files/basic-html/page64.html","https://ec.dgs.com.tw/catalog/catalog.html#p=64","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p64-c2","dgs_ecatalog","A","64","2","4","L18SVL20SVL20SVL22SVL25SVL25貨號 描述 ea/bx 價格eaAS4503-00013AS4503-00015AS4503-00018AS4503-00020AS4503-00022AS4503-00025螺蓋規格:SVL13螺蓋規格:SVL15螺蓋規格:SVL18螺蓋規格:SVL20螺蓋規格:SVL22螺蓋規格:SVL25202020202020選購配件玻璃有栓試管Tube, Glass-Stopper˙加工訂製品˙試管口為加工之磨砂口,附磨砂塞˙管壁渾厚,厚度一致貨號 容量mL ODxL(mm) 磨砂塞 價格eaDG45100-13100DG45100-16150DG45100-20150DG45100-25150DG45100-2520071826466513x10016x15020x15025x15025x200913131919貨號 容量mL 磨口 價格eaASG-F891410ASG-F891425ASG-F891450ASG-F892450ASG-F891100ASG-F894100ASG-F894200ASG-F8942501025505010010020025014/2014/20","https://ec.dgs.com.tw/catalog/files/basic-html/page64.html","https://ec.dgs.com.tw/catalog/catalog.html#p=64","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p64-c3","dgs_ecatalog","A","64","3","4","91450ASG-F892450ASG-F891100ASG-F894100ASG-F894200ASG-F8942501025505010010020025014/2014/2014/2024/4014/2024/4024/4024/40反應管 玻璃活栓 SYNTHWARESchlenk Tube, Reaction, Outer Joint, Stopcock˙玻璃活栓˙具磨口貨號 容量mL 磨口 價格eaASG-F891410SASG-F891425SASG-F891450SASG-F892450SASG-F891100SASG-F894100SASG-F894200SASG-F894250S1025505010010020025014/2014/2014/2024/4014/2024/4024/4024/40反應管 PTFE活栓SYNTHWARESchlenk Tube, Reaction, Outer Joint, Stopcock˙PTFE活栓˙具磨口反應管 SYNTHWARESchlenk Tube, Reaction, Outer Joint, Vacuum Valve˙PTFE活栓,密封性高,防化學腐蝕貨號","https://ec.dgs.com.tw/catalog/files/basic-html/page64.html","https://ec.dgs.com.tw/catalog/catalog.html#p=64","2026-02-24T05:56:40.562Z"
